;;;2000;;;;2001;;;;2002;;;;2003;;;;2004;;;;2005;;;;2006;;;;2007;;;;2008;;;;2009;;;;2010;;;;2011;;;;2012;;;;2013;;;;2014;;;;2015;;;;2016;;;;2017;;;;2018;;;;2019;;;;2020;;;;2021;;;;2022
;;;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал
Вторичный рынок жилья;        Город Москва столица Российской Федерации город федерального значения;;15 034.81;14 765.3;14 812.68;15 413.99;17 898.87;18 291.06;19 048.74;20 328.87;21 637.29;24 236.85;25 772.52;26 809.76;30 743.86;31 803.65;33 439.21;34 680.87;39 681.11;41 008.36;41 369.17;42 132.08;47 926.24;48 492.01;50 039.61;52 444.29;65 688.59;75 901.62;93 557.63;101 334.29;123 351.92;123 291.78;124 875.49;127 874.4;137 276.52;145 779.88;157 078.02;155 271.05;169 954.83;163 062.5;160 991.97;158 915.15;164 660.1;166 927.15;167 529.1;170 130.98;162 419.89;163 426.85;162 952.13;163 202.77;166 679.88;168 869.88;172 260.14;176 319.51;182 005.09;183 240.08;178 971.23;177 899.02;179 146.33;183 080.73;184 573.86;191 267.84;188 118.41;192 986.91;192 291.8;187 743.3;181 257.34;183 086.56;181 564.78;180 936.97;179 414.19;175 603.35;173 262.32;173 615.26;168 453.79;170 645.34;171 764.67;171 177.91;177 859.12;176 030.45;188 992.3;177 991.03;171 522.08;180 233;198 647.46;215 614.94;209 960.3;232 118.5;242 483.06;251 013.7;282 201.69
Вторичный рынок жилья;    Северо-Западный федеральный округ;;6 280.06;6 285.66;6 398.51;6 731.8;7 198.11;7 583.95;7 869.19;8 324.32;8 769.06;9 150.77;9 600.28;10 142.45;11 585.48;11 875.63;12 780.26;13 973.48;17 168.58;18 671.45;19 892.71;19 555.69;21 479;21 415.45;21 752.56;22 832.98;24 610.09;26 572.04;30 651.31;36 652.18;39 309.27;40 664.51;42 148.97;44 188.57;50 827.37;53 534.82;55 405.71;55 736.98;61 019.47;59 276.86;57 718.26;56 787.25;62 900.42;62 717.22;62 466.8;61 606.08;47 385.15;47 750.88;48 219.97;49 571.61;45 651.05;47 352.85;49 184.99;51 604.76;54 444.55;54 317.62;54 373.97;54 336.81;53 697.11;54 834.37;55 452.44;56 117.68;55 411.68;54 550.67;53 343.99;52 520.4;53 249.4;53 626.95;53 129.76;53 042.53;53 026.8;52 706.63;51 969.82;51 826.83;50 904.22;51 062.12;51 603.02;52 510.81;61 502.57;61 732.24;62 105.69;62 400.04;77 062.67;78 350.87;80 615.7;85 020.87;80 856.52;84 787.63;88 264.51;94 720.96;109 146.72
Вторичный рынок жилья;        Республика Карелия;;4 944.2;5 151.3;5 109.59;5 162.45;5 882.21;5 992.55;6 080.42;6 678.7;7 006.58;7 403.88;7 548.46;7 925.29;9 120.41;9 143.03;9 745.87;10 373.02;13 097.54;13 634.16;14 103.3;14 146.46;14 237.71;14 894.01;15 210.92;16 021.12;17 340.18;19 099.23;22 120.98;25 045.49;34 977.94;34 784.02;35 216.41;36 668.44;41 017.23;42 839.24;43 465.49;43 669.43;43 155.69;41 571.15;41 335.11;40 698.17;41 219.71;41 041.95;40 933.92;41 700.19;41 144.95;42 028.36;42 993.78;43 575.59;46 520.82;48 593.47;48 531.71;49 388.41;50 706.44;51 085.47;51 107.45;51 300.49;48 155.02;48 817.82;48 333.25;48 489.33;48 250.88;48 745.64;49 086.82;49 293.08;49 303.81;49 277.84;49 499.91;49 580.31;47 250.18;46 121.95;45 820.38;47 094.04;46 668.61;47 159.32;47 041.18;46 866.26;47 754.21;47 941.42;47 730.39;47 830.45;45 774.35;46 637.77;48 528.1;50 675.51;56 965.81;59 374.74;64 903.71;68 549.33;75 279.96
Вторичный рынок жилья;        Республика Коми;;3 781.12;3 869.89;4 058.07;4 820.35;5 278.01;6 105.76;6 882.46;7 303.2;7 648.37;8 257.8;8 710.8;9 241.58;9 730.68;10 168.9;10 454.75;11 093.22;12 888.4;13 267.97;14 465.42;15 265.77;18 742.7;19 451.97;20 068.43;21 232.33;22 964.48;25 119.9;29 030.37;36 066.96;43 332.37;44 169.3;45 130.14;45 223.02;46 844.76;46 389.74;45 102.71;44 758.97;40 870.91;40 761.14;40 182.51;39 583.43;39 833.66;39 832.85;39 748.09;39 929.27;41 037.67;41 398.85;41 735.78;42 285.63;42 440.12;46 028.23;47 912.69;52 846.86;56 553.88;57 584.05;57 856.51;58 108.23;58 878.66;59 025.47;59 341.39;59 244.24;59 810.02;59 469.58;58 157.73;57 933.55;58 346.65;58 168.49;57 704.22;57 258.55;56 973.06;56 904.28;56 317.8;55 797.2;52 812.2;52 342.31;52 194.05;54 542.4;55 270.57;56 300.02;55 035.01;54 995.37;53 165.17;53 460.84;53 852.69;54 060.34;53 307.31;53 853.72;54 264.1;54 794.77;66 442.43
Вторичный рынок жилья;        Архангельская область;;2 834.21;2 858.51;2 895.78;3 336.59;4 139.71;4 644.93;5 693.37;6 047.53;6 945.02;7 206.92;7 445.22;7 874.78;9 047.55;9 081.47;9 302.24;10 050.83;13 181.73;14 741.46;15 683.57;15 783.19;16 720.36;16 363.85;17 061.25;17 386.7;17 036.88;18 422.31;24 547.78;32 439.21;36 612.43;37 453.88;37 310.79;38 404.7;40 778.2;41 520.72;43 120.97;42 071.72;39 479;38 277.33;37 194.05;36 495.05;36 743.69;37 564.15;38 153.77;38 488.57;47 052.69;48 849.16;48 147.85;51 331.8;51 422.65;55 125.98;57 693.84;60 472.28;63 081.47;61 787.35;60 762.86;58 888.47;60 674.02;63 176.16;63 731.53;63 509.32;63 954.45;64 178.4;63 606.45;61 570.24;59 059.77;58 814.57;58 121.93;58 105.49;58 828.86;58 820.39;58 606.54;58 662.04;57 795.08;58 339.85;58 143.65;59 197.74;62 133.65;61 736.51;62 367.64;62 722.33;63 436.65;64 884.3;64 364.8;67 229.71;72 547.84;73 920.16;75 935.86;77 059.68;85 881.86
Вторичный рынок жилья;            Ненецкий автономный округ (Архангельская область);;;;;;4 748.33;4 980.38;6 390.35;6 417.92;;;;;;;;;18 830.42;18 933.65;19 363.34;19 458.54;23 457.91;23 168.85;22 943.74;23 060.86;23 895.13;28 186.45;29 698.55;32 824.94;43 130.33;40 603.77;40 603.77;48 859.73;50 700.06;54 109.95;61 107.21;58 157.44;62 798.69;59 972.38;60 127.98;58 664.28;60 478.74;67 140.5;67 140.5;60 215.53;64 334.85;64 447.03;60 625.13;64 322.15;63 921.43;65 283.48;72 184.36;69 207.38;69 030.06;70 454.24;70 568.27;71 427.53;73 302.94;75 633.6;74 219.03;74 553.64;82 407.05;82 732.89;82 717.3;83 133.03;83 887.16;82 889.32;80 879.53;79 890.15;70 734.17;70 145.37;69 802.03;68 251.3;66 328.26;65 305.17;62 673.51;63 402.5;61 529.33;62 499.34;62 560.54;62 797.65;60 480.35;56 852.35;56 765.39;59 709.5;64 920.35;69 596.77;73 255.51;73 030.63;75 489.73
Вторичный рынок жилья;            Архангельская область (кроме Ненецкого автономного округа);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62 595.38;61 079.13;59 961.6;57 863.84;59 776.88;62 291.2;62 986.51;62 724.75;63 176.3;63 395.96;62 800.54;60 660.93;58 549.86;58 320.11;57 654.53;57 658.07;58 657.92;58 657.78;58 445.8;58 524.36;57 698.13;58 260.71;58 092.18;59 149.97;62 144.54;61 722.77;62 364.16;62 720.98;63 460.71;64 949.66;64 426.64;67 290.91;72 685.86;73 998.39;75 984.37;77 132.59;86 464.17
Вторичный рынок жилья;        Вологодская область;;3 757.66;3 916.17;4 046.81;4 694.75;5 542.61;6 402.95;6 516.15;7 363.34;7 592.78;7 832.41;7 968.02;8 571.54;8 968.85;9 195.29;10 067.07;12 479.28;15 086.91;15 655.34;16 060.17;16 044.69;17 067.15;17 348.25;17 605.41;19 106.74;20 649.24;21 979.51;26 043.94;33 152.51;35 505.89;37 915.09;40 659.74;41 257.34;41 068.55;41 996.22;42 408.37;41 960.24;41 363.95;39 223.96;37 346.27;36 459.97;35 478.16;35 516.36;35 587.4;35 830.07;36 204.29;37 374.95;38 568.72;39 457.68;40 757.95;41 422.3;44 682.22;46 037.81;49 553.11;48 654.11;48 571.72;48 546.98;44 785.96;45 641.46;45 003.47;44 899.09;42 045.83;41 527.02;41 233.93;40 585.4;38 700.99;38 656.67;38 022.98;37 787.53;37 451.74;36 872.22;36 744.86;37 153.16;36 925.81;36 311.27;36 992.61;37 435.44;38 160.05;38 400.93;38 507.34;38 965.85;41 494.67;42 162.28;42 771.6;43 997.41;46 452.21;47 453.71;48 759.15;52 106.29;61 032.92
Вторичный рынок жилья;        Калининградская область;;7 122.61;7 311.44;7 178.31;7 286.44;7 735.98;8 039.08;8 123.13;8 284.78;8 529.5;8 875.94;9 358.43;9 973.26;11 146.14;11 161.73;11 504.03;11 689.94;11 320.11;11 492.34;11 737;11 903;13 125.28;13 244.58;13 524.19;13 716.12;15 764.91;15 734.82;17 050.34;18 240.05;24 213.97;25 220.84;26 256.58;26 520.16;37 534.47;38 160.32;40 869.34;40 116.08;42 442.66;42 001.99;39 826.89;37 330.9;37 347.21;37 664.62;37 806.24;37 928.58;31 684.59;34 315.45;34 798.38;35 078.45;40 180.76;41 484.95;41 766.05;42 907.12;42 924.12;44 305.96;45 581.43;45 680.87;43 944.82;46 160.36;46 744.2;47 512.83;49 391.29;50 024.98;50 279.84;50 686.97;51 766.03;52 348.11;52 081.28;52 404.75;52 011.28;51 756.54;49 881.14;50 110.3;50 181.59;50 263.06;50 518.03;50 959.94;52 622.95;53 147.34;53 082.65;53 439.69;56 900.62;57 089.19;57 258.54;61 361.5;38 392.8;70 672.99;76 370.14;81 189.69;97 556.64
Вторичный рынок жилья;        Ленинградская область;;4 149.03;4 242.09;4 286.25;4 572.02;5 124;5 216.31;5 335.55;5 657.83;6 279.26;6 597.82;6 866.19;7 598.5;8 998.53;9 184.61;9 854.15;10 204;12 370.06;14 501.47;15 304.08;15 557.07;17 220.46;17 232.07;17 148.1;17 610.55;18 644.04;19 382.66;21 908.63;25 437.45;28 552.38;28 878.45;29 630.78;31 000.41;37 146.42;38 233.74;40 070.18;40 186.16;48 200.32;48 269.57;47 665.69;46 750.56;45 916.88;45 518.29;45 143.62;44 717.54;45 593.23;44 982.25;45 785.82;46 941.32;48 046.75;48 853.38;49 926.71;51 750.58;51 585.18;55 255.87;55 607.39;55 432.63;59 485.36;59 104.91;59 180.26;61 195.01;61 656.29;61 452.09;61 457.07;59 579.08;54 945.02;55 955.12;54 752.16;55 175.37;53 575.39;53 734.78;52 884.33;53 132.25;50 999.93;51 410.75;52 100.46;52 653.16;51 567.36;51 808.93;52 063.05;51 967.47;71 912.91;71 920.54;72 401.9;72 612.2;60 499.7;61 451.2;63 180.67;68 060.42;63 871.02
Вторичный рынок жилья;        Мурманская область;;2 865.8;2 457.56;2 916.93;3 435.1;3 297.34;3 344.33;3 514.37;3 784.72;4 266.39;4 303.84;4 672.53;5 440.99;6 322.6;6 649.38;7 414.36;8 094.8;8 803.87;9 147.06;9 784.67;10 180.34;11 003.38;11 510.97;11 955.94;12 888.03;15 276.48;15 520.34;21 909.82;32 475.08;22 713.26;22 386.19;23 317.21;23 518.55;24 704.93;26 280.04;27 116.79;27 612.96;29 784.89;28 754.46;28 334.66;28 489.05;23 234.23;23 625.95;23 218.39;23 638.14;30 051.08;29 759.54;30 879.44;34 209.14;34 476.61;33 472.07;35 868.27;38 089.73;40 277.32;40 046.61;40 666.21;42 369.85;45 160.83;46 069.71;48 137.7;50 718.26;55 367.32;52 052.48;50 122.91;49 076.66;47 702.2;49 556.8;48 675.58;48 776.27;47 713.59;47 049.86;46 274.51;45 234.79;46 490.4;46 571.3;48 408.63;48 985.28;49 546.15;49 431.33;49 738.95;49 952.66;52 584.24;52 011.75;53 764.74;55 715.4;59 379.66;60 760.43;64 860.8;75 801.13;84 816.13
Вторичный рынок жилья;        Новгородская область;;4 589.37;4 654.34;4 671.68;4 640.58;5 198.74;5 685.13;5 976.75;6 553.82;7 298.1;7 421.37;8 121.22;8 703.17;9 548.24;10 083.99;10 526.1;10 689;11 055.67;12 165.81;13 372.14;13 736.61;13 963.95;14 263.59;14 736.09;15 607.85;15 995.61;16 889.17;20 968.08;26 668.17;30 183.49;30 253.73;30 845.54;31 645.57;33 485.68;35 273.08;38 958.49;38 960.59;36 421.24;35 777.05;35 121.99;34 880.5;35 899.13;35 103.51;34 546.26;34 577.67;32 708.63;33 475.9;33 788.21;34 176.87;33 679.4;35 677.85;38 659.59;40 494.75;41 857.88;42 079.29;42 382.2;42 470.21;44 059.67;44 690.68;43 539.35;43 465.53;47 101.18;46 861.26;46 645.05;46 585.48;43 081.63;43 032.08;42 478.34;40 911.06;40 437.35;39 844.08;40 197;40 017.57;37 979.73;37 524.17;39 184.97;39 384.32;39 096.98;39 551.51;39 541.37;39 226.01;38 997.88;39 048.62;39 762.63;40 718.46;44 149.08;44 999.99;45 693.99;46 659.98;55 167.01
Вторичный рынок жилья;        Псковская область;;3 942.03;3 971.72;3 975.35;3 993.39;4 493.92;5 193.76;5 387.96;5 727.45;6 459.91;6 583.88;7 036.1;7 686.12;7 690.66;7 804.93;8 292.69;10 567.1;13 674.28;14 136.01;14 755.57;14 464.91;13 881.05;14 194.8;14 416.3;14 945.7;15 136.3;15 878.01;18 578.59;20 869.99;23 903.86;26 517.26;27 701;29 067.24;35 378.86;36 652.04;37 314.06;33 985.18;31 558.17;31 398.47;31 543.15;31 013.18;32 361.37;32 690.09;33 190.06;33 530.17;33 578.52;35 415.67;36 838.31;38 268.63;35 739.87;35 646.52;36 206.75;37 839.2;40 272.37;39 562.61;41 282.7;42 017.07;42 769.31;42 947.87;43 133.3;43 947.44;43 392.38;43 320.17;38 331.54;37 059.14;39 657.94;38 632.95;38 745.96;38 605.65;38 086.53;37 678.31;36 783.29;37 077.41;35 742.85;36 461.06;37 074.5;36 434.72;36 429.96;36 675.57;37 807.52;37 687.53;37 470.58;37 896.88;39 231.41;41 221.93;45 564.91;45 746;46 213.78;46 780.55;57 593.45
Вторичный рынок жилья;        Город Санкт-Петербург город федерального значения;;9 659.76;9 615;9 755.92;10 045.86;10 428.01;10 751.72;10 929.01;11 435.81;11 765.27;12 304.38;12 926.18;13 387.82;15 681.1;16 102.92;17 589.3;19 267.22;24 498.09;26 943.99;28 925.71;27 728.33;30 853.45;30 323.66;30 631.83;32 223.77;34 406.99;37 747.4;42 103.5;48 678.59;50 781.63;52 898.92;55 156.26;58 994.73;69 650.9;74 850.63;77 693.32;79 186.2;90 888.82;87 807.87;85 318.54;84 195.25;83 911.9;83 749.98;83 329.15;80 133.93;89 857.41;88 279.26;88 826.11;87 383.5;79 473.32;81 060.87;81 949.43;83 520.98;85 407.88;85 596.67;85 925.64;86 072.87;89 328.86;89 737.4;90 620.76;90 629.53;79 647.97;81 048.58;83 263.12;82 396.84;90 514.52;89 869.27;90 179.22;89 733.28;89 058.34;88 180.22;85 596.51;88 711.14;88 559.78;90 136.05;92 037.77;94 188.39;102 870.91;103 297.51;105 091.33;105 881.05;117 256.29;120 024.23;124 663.63;132 775.37;143 199.34;152 129.93;155 183.48;167 210.8;166 444.44
Вторичный рынок жилья;    Южный федеральный округ (по 2009 год);;4 964.95;5 028.66;5 046.28;5 250.13;5 477.2;5 808.65;6 152.5;6 660.44;7 414.59;7 780.8;8 268.52;8 723.62;9 938.72;10 393.39;10 578.33;11 022.46;12 313.78;12 758.37;13 192.41;13 991.6;14 916.7;15 708.67;16 111.67;16 851.34;18 756.13;19 454.19;20 573.17;22 094.03;26 176.95;27 934.05;30 437.65;32 032.51;40 075.1;42 735.79;44 635.64;43 951.63;44 745.15;41 403.78;40 684.72;40 192.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Вторичный рынок жилья;    Южный федеральный округ (с 2010 года);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46 735.34;47 272.62;47 272.72;47 325.9;43 580.86;44 730.64;45 179.29;46 206.02;46 875.92;47 825.15;48 394.41;49 096.65;48 527.6;49 053.08;49 388.97;49 714.34;50 791.39;51 228.07;51 367.74;51 831.72;51 628.88;53 054.59;53 053.55;52 575.05;53 940.76;53 597.69;53 563.58;53 130.5;;;;;;;;;;;;;;;;;;;;;
Вторичный рынок жилья;    Южный федеральный округ (с 29.07.2016);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53 736.48;53 925.54;53 938.37;53 192.89;53 327.16;53 861.34;54 087.04;53 559.94;54 647.11;55 104.96;55 148.12;55 645.95;55 804.87;56 116.19;56 663.57;57 492.35;60 332.42;64 675.15;66 908.38;67 855.5;75 296.79
Вторичный рынок жилья;        Республика Адыгея (Адыгея);;2 481.72;2 684.29;2 744.87;3 266.04;3 921.27;4 143.66;4 184.97;4 288.4;5 117.12;5 355.42;5 827.88;6 281.49;7 061.92;7 146.45;7 430.24;7 968.29;8 271.86;8 343.27;9 294.15;9 330.41;9 703.83;9 742.91;10 048.95;10 275.14;12 121.27;12 505.41;12 763.12;13 444.63;17 115.85;19 312.2;20 529.33;22 723.4;30 996.65;28 666.44;29 604.58;29 380.89;28 814.32;28 329.2;27 134.88;26 680.53;27 392;27 307.33;26 921.91;27 144.21;27 386.25;28 373.11;28 472.81;27 808.8;27 381.39;28 457.58;28 164.77;28 326.62;33 764.16;33 236.96;33 815.23;33 252.17;35 021.22;36 942.06;36 601.09;38 425.68;38 792.76;37 325.34;38 732.71;37 380.59;37 133.59;34 948.21;36 197.11;36 358.07;34 936.15;35 073.74;35 346.76;34 633.23;38 398.03;38 643.02;39 291.92;40 438.29;42 879.32;42 734.9;43 375.96;44 293.09;41 099.02;41 445.13;44 314.61;45 169.44;53 516.3;53 760.54;64 169.71;80 145.86;86 238.73
Вторичный рынок жилья;        Республика Калмыкия;;3 310.09;3 310.09;3 422.64;4 069.94;3 990.59;4 125.6;4 125.6;4 325.6;4 206.2;4 206.2;4 206.2;4 745.03;5 323.26;5 978.93;8 295.97;8 735.61;9 015.15;9 423.13;9 813.24;9 987.98;11 070.67;11 854.06;11 909.73;12 180.76;12 222.18;12 707.64;12 746.91;12 898.07;13 394.02;14 087.72;14 799.55;15 294.11;15 607.98;19 329.61;20 093.62;20 965.49;22 238.65;22 770.03;22 921.82;23 012.91;24 228.54;25 806.37;26 612.28;26 675.4;30 242.61;29 580.89;29 129.48;30 711.57;32 375.85;33 236.37;33 657.78;34 505.23;34 616.97;35 203.63;35 967.36;36 267.23;37 734.56;37 791.09;38 140.29;38 459.99;39 745.08;40 316.31;40 564.27;40 184.13;36 383.05;36 519.55;36 652.95;36 540.23;36 893.92;36 900.29;37 057.3;37 038.21;37 550.34;37 507.84;37 576.93;37 487.08;37 221.01;37 131.41;36 380.7;36 740.75;37 252.2;36 842.85;37 799.68;38 755.98;43 686.38;43 939.25;48 434.31;50 411.91;54 391.7
Вторичный рынок жилья;        Республика Крым;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47 911.68;49 213.08;49 079.13;52 385.29;49 919.86;53 934.27;55 131.08;54 464.99;58 731.09;53 696.28;56 511.1;57 239.97;58 431.83;60 905.24;56 576.2;60 418.99;56 390.96;59 138.56;59 697.57;65 750.69;72 124.45;75 402.55;76 115.96;77 200.06;105 067.89
Вторичный рынок жилья;        Краснодарский край;;6 790.71;6 825.18;6 830.95;7 042.77;7 299.87;7 607;7 960.17;8 222.74;8 872.15;9 248.27;9 718.39;10 711.01;11 325.87;11 622.24;11 821.17;12 233.72;13 983.47;14 521.76;15 143.61;15 690.24;16 901.74;17 793.3;17 936.86;18 661.65;23 551.78;24 257.06;24 943.92;25 972.32;35 966.02;38 732.03;45 526.92;49 398.48;58 164.9;59 461.78;62 584.09;60 140.84;61 586.75;53 131.85;53 416.18;53 715.32;53 986.34;55 337.38;55 252.06;55 191.64;50 138.61;51 366.42;51 068.08;51 783.65;47 639.17;47 981.81;48 372.8;49 142.33;50 104.02;50 793.6;50 631.55;51 141.07;52 250.76;52 577.64;52 717.99;53 175.27;54 476.64;57 182.76;57 058.29;56 728.98;57 720.76;57 429.31;57 378.22;56 697.88;57 014.89;57 113.63;57 196.62;56 237.8;56 637.07;58 113.56;58 198.15;57 032.35;57 360.91;57 703.51;58 034.76;58 245.36;59 196.88;59 237.61;59 509.19;59 617.04;66 469.09;73 925.58;76 855.4;74 699.65;202 111.49
Вторичный рынок жилья;        Астраханская область;;4 056.54;4 097.88;4 200.83;4 762.54;4 921.63;5 083.5;5 093.46;5 329.51;6 280.35;6 528.78;6 998.15;7 127.98;8 779.07;9 061.09;9 247.04;9 531.43;9 985.09;10 203.02;10 549.37;11 029.58;11 192.25;12 143.15;12 842.28;13 780.86;14 034.6;14 693.51;16 569.54;17 370.74;18 045.72;19 315.7;23 056.56;25 651.45;30 825.06;32 985.95;33 239.17;33 175.21;34 043.14;32 192.49;31 773.18;30 915.18;28 948.7;28 949.48;29 026.57;29 406.53;27 810.05;27 885.03;27 939.88;27 939.88;32 319.56;32 584.86;33 658.52;33 611.48;34 934.28;34 985.3;36 092.27;36 314.68;38 063.93;39 133.55;39 374.7;41 255.6;44 755.71;44 744.96;44 484.23;44 365.47;43 750.4;43 710.94;43 043.73;42 798.46;36 446.98;36 513.77;35 832.53;36 857.63;34 923.94;35 049.61;35 828.69;35 977.61;39 515.18;39 035.43;39 333.44;38 962.55;42 658.32;42 755.79;43 504.06;45 406.74;46 738.17;48 452.95;50 496.57;52 794.07;57 576.8
Вторичный рынок жилья;        Волгоградская область;;5 091.98;5 069.07;5 149.74;5 124.38;5 103.76;5 398.6;5 910.4;6 526.25;7 543.06;8 218.97;8 609.28;8 939.52;9 992.94;10 046.51;10 358.55;10 539.18;11 479.8;11 743.42;11 989.3;13 235;14 242.83;15 327.63;16 697.3;17 563.67;19 065.23;20 398.33;21 307.39;23 285.09;25 797.22;28 342.96;30 454.03;34 140.36;44 896.23;50 763.52;53 029.82;52 100.16;47 141.19;41 182.46;39 556.73;38 948.8;37 774.21;38 514.12;38 928.6;38 896.24;34 040.71;33 945.5;34 234.26;34 777.44;33 846.9;33 922.31;34 641.75;34 203.18;39 633.92;40 053.88;40 294.09;40 567.48;40 667.97;41 098.75;41 144.11;41 557.62;40 366.45;40 390.77;40 460.35;40 550.75;40 098.23;40 012.62;39 733.14;39 064.18;38 645.83;38 482.68;38 302.83;37 918.51;36 858.01;36 443.13;36 745.14;37 357.22;40 661.42;41 176.31;41 378.23;41 586.29;42 387.79;42 555.66;43 165.16;43 866.35;45 076.46;46 530.32;48 332.84;49 709.18;58 689
Вторичный рынок жилья;        Ростовская область;;4 991.3;5 177.95;5 223.67;5 415.32;5 968.55;6 435.55;7 001.75;7 977.58;8 855.61;9 127.02;9 441.63;9 867.01;11 330.79;11 657.21;12 227.95;12 518.43;14 049.3;14 853.75;15 335.08;16 581.39;17 829.24;18 807.1;19 275.37;20 204.34;21 832.02;22 858.55;25 263.21;28 473.63;31 654.29;33 221.85;33 874.56;34 838.78;39 361.43;41 996.31;43 885.64;43 844.14;50 240.72;48 546.79;47 094.01;45 827.24;42 676.69;42 740.01;42 807.22;43 111.05;42 938.54;44 289.19;45 196.64;46 489.58;48 528.06;50 051.79;50 777.04;51 508.35;51 999.01;52 590.06;53 330.93;53 651.4;54 165.8;54 485.57;54 703.97;54 873.57;53 797.99;53 888.81;53 666.67;52 984.9;54 087.18;54 031.28;53 778.89;53 797.41;54 581.42;54 032.83;53 609.62;53 108.11;52 202.82;52 093.83;51 945.06;52 011.71;53 146.73;53 585.06;53 859.98;54 252.47;53 489.3;53 596.75;54 337.37;54 908.81;56 292.39;58 070.02;58 118.18;61 449.32;67 918.32
Вторичный рынок жилья;        Город федерального значения Севастополь;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75 728.93;75 728.93;75 331.41;75 295.97;66 228.55;66 228.55;65 414.23;65 418.63;67 502.59;65 916.39;66 662.72;66 662.72;72 457.55;72 189.81;72 103.85;71 768.62;81 017.54;81 017.54;80 534.69;81 290.34;86 803.52;89 685.1;89 385.83;88 849.54;110 221.18
Вторичный рынок жилья;    Северо-Кавказский федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32 078.55;31 852.57;31 588.58;31 469.42;26 726.07;26 773.13;27 033.14;27 507.72;28 622.8;29 041.76;29 483.17;29 812.31;30 298.17;30 809.82;31 136.86;31 393.56;29 822.87;30 037.45;31 319.83;32 178.47;37 852.63;37 810.28;37 933.74;37 515.46;38 958.11;38 868.16;39 318.25;39 274.12;39 152.72;39 046.14;39 122.48;39 192.76;39 671.96;39 593.07;39 597.3;39 689;42 091.04;41 907.36;42 715.24;41 773.17;43 700.49;47 297.29;48 887.2;48 876.78;48 617.4;49 459.18;50 329.34;51 069.38;59 866.62
Вторичный рынок жилья;        Республика Дагестан;;4 670.89;4 504.03;4 504.03;5 134.29;4 918.32;5 781.83;6 083.28;6 394.12;7 364.56;7 135.74;9 007.33;9 086.22;12 024.82;15 372.1;13 855.47;16 333.49;17 585.08;18 043;18 378.84;18 627.32;17 524.26;18 279.33;16 964.15;18 041.3;17 582.04;17 715.25;18 775.44;19 475.82;21 252.42;23 098.98;23 370.7;24 576.13;38 743.57;43 147.61;43 159.53;42 021.16;37 573.47;37 573.47;37 661.91;36 754.87;38 467.99;38 154.63;37 226.04;36 993.15;35 223.97;35 005.3;35 003.89;35 040.25;35 818.61;35 683.69;35 901.55;35 854.17;35 271.03;35 879.65;36 232.34;37 281.42;36 990.75;37 080.11;39 249.86;42 205.39;44 263.87;44 528.42;45 641.05;45 966.76;46 046.71;46 060.25;46 129.51;46 391.45;46 439.41;46 480.75;46 510.04;46 536.39;46 572.73;46 624.98;46 783.72;46 794.62;46 810.12;47 233.86;47 513.93;47 897.82;49 998.29;49 998.29;49 919.46;50 358.21;50 997.86;53 949.78;56 758.52;58 991.44;64 439.83
